url,nodeID,keyValuePairs
novatech.co.uk/products/8th-generation-intel-core-core-i7-8700k-3-7ghz-socket-lga1151-coffee-lake-processor-retail/bx80684i78700k,_:nodea39278501a2244fa3732886e465030c2,"{'Max Resolution (eDP - Integrated Flat Panel)â¡': '[email\xa0protected]', 'Max Turbo Frequency': '4.7GHz', 'Number of Threads': '12', 'Max Resolution (HDMI 1.4)â¡': '[email\xa0protected]', 'TJunction': '100Â°C', 'Architecture': '14nm technology', 'Max Resolution (DP)â¡': '[email\xa0protected]', 'Bus Speed': '8 GT/s DMI3', 'Package Size': '37.5mm x 37.5mm', 'Embedded Options Available': 'No', 'Number of Cores': '6', 'Processor Graphics': 'Intel HD 630', 'Cache': '12MB', 'Cooler Included': 'No', 'DirectX* Support': '12', 'Max CPU Configuration': '1', 'Graphics Max Dynamic Frequency': '1.2 GHz', 'Thermal Solution Specification': 'PCG 2015C (130W)', 'Processor Number': 'I7 7800K', 'IntelÂ® InTruâ¢ 3D Technology': 'Yes', '# of Displays Supported â¡': '3', 'OpenGL* Support': '4.5', 'Max Video Memory': '64 GB', 'IntelÂ® Quick Sync Video': 'Yes', 'Max TDP': '95 W', 'IntelÂ® Clear Video Technology': 'Yes', 'Device ID': '0x3E92', 'Graphics Base Frequency': '350 MHz', 'Execution Units': '24', 'Clock Speed': '3.7GHz', 'IntelÂ® Clear Video HD Technology': 'Yes', '4K Support': 'Yes, at 60Hz', 'Low Halogen Options Available': 'See MDDS'}"
ontimesupplies.com/trgapa32us-90w-ac-dc-charger-with-inline-usb-adapter-black,_:nodec371e1e27a065e2c484fd1343208456,"{'Electronic/Mechanical': 'Electronic', 'OEM/Compatible': 'OEM', 'Ships via UPS?': 'y', 'Adapter/Charger Type': 'AC Adapter', 'OTS Product ID': '8771396', 'For Device Type': 'Laptops, Mobile Devices', 'Power Source(s)': 'AC Wall Outlet', 'Post-Consumer Recycled Content Percent': '0%', 'Manufacturer Stock No.': 'APA32US', 'Unit of Measure': 'EA', 'Brand': 'TargusÂ® \xa0(website)', 'Carton Pack Quantity': '12 EA', 'Tariff (Inbound) Code': '', 'For Use With': 'AcerÂ®, AsusÂ®, CompaqÂ®, DellÂ®, Fujitsu, GatewayÂ®, HP, IBMÂ®, LenovoÂ®, PanasonicÂ®, SonyÂ®, ToshibaÂ®', 'Total Recycled Content Percent': '0%', 'UNSPSC Number': '26111704', 'Brand Contact': '714-765-5555', 'Connector/Port/Interface': 'USB', 'Global Product Type': 'Adapters/Chargers-AC Adapters & Wall Chargers', 'Retail UPC': '092636262266', 'Pre-Consumer Recycled Content Percent': '0%', 'Color(s)': 'Black', 'Capacity': '90W', 'Country of Origin': 'CN', 'Item Weight': '1.300 lbs', 'Meets ANSI/BIFMA?': '092636262266'}"
overclock.net/products/thermalright-ty-147-140mm-case-fan-ty-147,_:nodef0cc49f23dcc3084f8c78185dbd41ab9,"{'ProductGroup': 'PC Accessory', 'ProductTypeName': 'COMPUTER_COOLING_DEVICE', 'MPN': 'TY-147', 'Feature': 'Thermalright TY-147 140mm Case Fan (TY-147) ThermalRight TY-147', 'PartNumber': 'TY-147', 'UPCList - UPCListElement': '851905114374', 'EAN': '0851905114374', 'Item Weight': '1 pounds', 'Manufacturer': 'ThermalRight', 'UPC': '851905114374', 'Brand': 'Thermalright', 'Label': 'ThermalRight', 'Title': 'Thermalright TY-147 140mm Case Fan (TY-147)', 'Binding': 'Personal Computers', 'Studio': 'ThermalRight', 'Publisher': 'ThermalRight'}"
parts-people.com/index.php?action=item&id=5553,_:node45808ecfce1b146e4ac0a2b8c22c288c,"{'Warranty': 'One (1) Year [?]', 'Item Weight': '1.15 lb(s).', 'Part Number': '640M_frame', 'Item Category': 'Rail/Bracket', 'Condition': 'Gently Used ? X What does ""Gently Used"" mean? Item pulled from working system; may have been used for a short period of time, tested and verified to be in perfect working condition. Includes 1 Year Warranty & Hassle Free 30 Day Returns. see all product conditions >>'}"
play-asia.com/sandisk-extreme-900-portable-ssd-960gb-usb-31/13/70bf3v,_:nodef722f651c44cbebeb65bc8586b7bc8,"{'Catalog No.\xa0': 'SDSSDEX2-960G-G25', 'PAX-Code': 'PAX0009057804', 'Official Release Date\xa0': 'Jun 05, 2017', 'Item Code\xa0': '0619659134433', 'Product Measures': '13.3cm x 8.2cm x 1.8cm', 'Genre\xa0': 'Solid-State Drive (External)'}"
priceblaze.com/9xt260-251,_:nodea8944b77899df6161fdaa77813998ddd,"{'Speed': '7200 RPM', 'Interface': 'SAS 6.0 Gbps', 'Condition': 'Refurbished', 'Availability': 'In Stock', 'Category': 'Internal Hard Drive', 'Part #': '9XT260-251', 'Cache': '64 MB', 'Brand': 'Seagate', 'Size': '3.5-inch', 'Capacity': '3TB'}"
quietpc.com/na-ds-92-pwm,_:nodeeea0f7e832dd50496479bbd274c5c,"{'Rotation Speed': '500 - 1400 RPM (Â± 10%)', 'Rated Current': '0.10 A', 'Durability': '80,000 h', 'Airflow': '23.6 CFM Max', 'EAN barcode': '4260285292903', 'Acoustical Noise': '13.7 dB(A) Max', 'Voltage Range': '5 - 12 V', 'Cable Length': '44 cm', 'Connector': '4-pin PWM', 'Warranty': '24 months', 'Rated Power': '1.20 W', 'Static Pressure': '1.87 mm H2O Max', 'Size': '92 x 92 x 25 mm'}"
scan.co.uk/products/novation-61-sl-mk-ii-usb-midi-controller-keyboard-61-keys-2-wheels-8-faders-16-knobs-8-pads-32-led-b,_:node898b549d2b6a8f1379e9adabaaf7b4,"{'Product Weight': 'kg', 'Connections': '1 x Expression Pedal 1 x MIDI In 2 x MIDI Out 1 x Sustain Pedal 1 x USB', 'Key Size': 'Full Size Keys', 'Transport Controls': 'Yes', 'Number Of Keys': '61', 'Included Software': 'Ableton Live Lite 9', 'Weighted Keys': 'Semi', 'USB Bus Powered': 'Yes', 'Dimensions': '803(W) x 293(D) x 68(H)mm'}"
shop.clublaptop.com/laptop-battery/compatible-laptop-battery-hp-dv4015cl-dv4015ea-dv4016ap-dv4016ea/p-7131560-16870184403-cat,_:node44a2b1ddeda6cd24d8bdbe4bd53cc7a1,"{'Product Code': 'LB CL HPK DV1000-81', 'Capacity': '4400 mAh', 'Type': 'Lithium-ion', 'Cells': '6', 'Brand': 'Clublaptop', 'Color': 'Black'}"
shopblt.com/item/4xem-35ft-cat6-blue-molded-patch/4xem_4xc6patch35bl,_:node55eedc44666d7cb4f9e18ca357b21e6,"{'Description:': '35ft Cat6 Blue Molded Patch Cable', 'Mfg. Part #:': '4XC6PATCH35BL', 'Mfg. & Model:': '4XEM 4XC6PATCH35BL', 'UPC:': '873791003952', 'Price:': '$9.52'}"
shopblt.com/item/aver-upgrade-evc300-4port-licenses/aver_comselc4p,_:node4baf52719a96c54c87282b629d5c09f,"{'Manufacturer:': 'AVer', 'BLT Item #:': 'BYZ2099', 'Description:': 'UPGRADE EVC300 4PORT LICENSES (ORDERED AS NEEDED FROM MFG)', 'Return Policy:': 'Standard BLT Return Policy', 'Mfg. & Model:': 'AVer COMSELC4P', 'Price:': '$3,995.31', 'Mfg. Part #:': 'COMSELC4P', ""Manufacturer's website:"": 'http://www.aver.com/', 'Weight:': '1 lbs.', 'Manufacturer Part #:': 'COMSELC4P', 'UPC:': '848090004115'}"
shopblt.com/item/juniper-networks-cbl-m-pwr-ra-us-m320-ac-power/netscn_cblmpwrraus,_:nodec827edd8b26627331377d7ad3d445d5,"{'Manufacturer:': 'Juniper Networks', ""Manufacturer's website:"": 'http://www.juniper.net/', 'Length:': '13.00', 'Dimensions:': '12.7"" x 7"" x 5.2""', 'Price:': '$59.02', 'Manufacturer Part #:': 'CBL-M-PWR-RA-US', 'UPC:': '832938051867', 'BLT Item #:': 'BF56362', 'Description:': 'M320 AC POWER CABLE US RIGHT', 'Return Policy:': 'Returns / Exchanges: Sealed Product Only', 'Mfg. & Model:': 'Juniper Networks CBL-M-PWR-RA-US', 'Suggested Retail Price:': '$75.00', 'Mfg. Part #:': 'CBL-M-PWR-RA-US ( CBLMPWRRAUS )', 'Weight:': '1.95 lbs.', 'Product Type:': 'Standard Power Cord', 'Width:': '7.25'}"
sillworks.com/canada/product_info.php?cPath=&products_id=454472,_:nodeae4fe9cb778acb85aeb5d14561105bda,"{'': '', 'Processor Type': 'Intel Xeon', 'Products ID': '454472', 'Process Technology': '45nm', 'Thermal Design Power': '80W', 'Category': 'Proliant Processor', 'Part Number': '457935-B21', '64-bit Processing': 'Yes', 'Bus Speed': '1333MHz', 'Sub-Category': 'Xeon', 'Product Type': 'Processor Board', 'L2 Cache': '12MB', 'Generation': 'G5', 'Processor Qty': '1', 'Processor Core': 'Quad-Core', 'Processor Socket': 'Socket J LGA-771', 'Clock Speed': '2.66GHz'}"
sillworks.com/canada/product_info.php?products_id=141383&currency=CAD,_:nodee24f77835338949f2df68cca5d7815,"{'': '', 'Products ID': '141383', 'Power Management': 'Wake-on-LAN', 'Form Factor': 'Internal Adapter', 'Category': 'HP', 'Duplex Mode': 'Half Duplex, Full Duplex', 'Interface Compatibility': 'PCI-X', 'Networking Connectors': 'RJ-45', 'Standard Data Rate': '1Gbps, 10Mbps, 100Mbps', 'Power Requirements': '5 Volts', 'Max. Data Transfer Rate': '1000Mbps', 'Part Number': '313586-001', 'Bus Clock Bits': '32 bit, 64 bit', 'Sub-Category': 'Adapter', 'Generation': 'NC7170', 'Dimensions (WxD)': '2.5 in x 6.6 in', 'Bus Clock Rate': '33MHz, 66MHz, 133MHz'}"
sillworks.com/canada/product_info.php?products_id=141950,_:node3b134e24246283fe5cf3464764a020,"{'Special Features': 'Hot Plug', '': '', 'Power': '180 Watts per supply (load)', 'Products ID': '141950', 'Form Factor': 'Rack Mountable', 'Category': 'Proliant Storage', 'Shipping Dimensions': '12 x 23.5 x 33 in', 'Input voltage': '110-240 V AC', 'Buttons/LED Indicators': 'UID Button (top)', 'Protocol supported': '3Gb/s SAS 1.5Gb/s SATA', 'Part Number': '364430-B21', 'Sub-Category': 'StorageWorks', 'Generation': 'MSA50', 'Drive LED Indicators': 'Drive LED (top) - On-line/Activity', 'I/O Module Connector': 'SAS SFF 8470 Connector'}"
sillworks.com/canada/product_info.php?products_id=141950,_:node3b134e24246283fe5cf3464764a020,"{'Special Features': 'Hot Plug', '': '', 'Power': '180 Watts per supply (load)', 'Products ID': '141950', 'Form Factor': 'Rack Mountable', 'Category': 'Proliant Storage', 'Shipping Dimensions': '12 x 23.5 x 33 in', 'Input voltage': '110-240 V AC', 'Buttons/LED Indicators': 'UID Button (top)', 'Protocol supported': '3Gb/s SAS 1.5Gb/s SATA', 'Part Number': '364430-B21', 'Sub-Category': 'StorageWorks', 'Generation': 'MSA50', 'Drive LED Indicators': 'Drive LED (top) - On-line/Activity', 'I/O Module Connector': 'SAS SFF 8470 Connector'}"
sillworks.com/canada/product_info.php?products_id=15150&currency=CAD,_:node15f5959f8924c351faecfce6b4117a5d,"{'Capacity': '20GB', '': '', 'Seek Time': '8.55ms', 'Part Number': '231377-B21', 'Generation': '20GB', 'External Data Transfer Rate': '100MBps', 'Category': 'HP', 'Products ID': '15150', 'Platform': 'PC', 'Sub-Category': 'ATA IDE Drive', 'Average Latency': '4.17ms', 'Enclosure': 'Internal', 'Spindle Speed': '7200RPM'}"
sillworks.com/canada/product_info.php?products_id=15403,_:node102fc242819087846e88434c28bc6c,"{'RAM (Installed)': '1GB', '': '', 'Cache Memory (installed)': '1MB', 'Products ID': '15403', 'Controller RAID Level': 'RAID 0, RAID 1, RAID 10, RAID 5', 'RAM Technology': 'DDR SDRAM', 'Category': 'Proliant Server', 'Chassis Form': 'Blade', 'Part Number': '347955-B21', 'Sub-Category': 'BL20', 'Networking Protocol': 'Ethernet, Fast Ethernet, Gigabit Etherne', 'Generation': 'G3', 'Hard Drive Type': 'Hot-swap', 'Model': 'ProLiant BL20p', 'RAM (maximum)': '8GB'}"
sillworks.com/canada/product_info.php?products_id=15403,_:node102fc242819087846e88434c28bc6c,"{'': '', 'Controller RAID Level': 'RAID 0, RAID 1, RAID 10, RAID 5', 'Hard Drive Type': 'Hot-swap', 'Cache Memory (installed)': '1MB', 'Model': 'ProLiant BL20p', 'Chassis Form': 'Blade', 'Sub-Category': 'BL20', 'RAM (maximum)': '8GB', 'RAM Technology': 'DDR SDRAM', 'Generation': 'G3', 'RAM (Installed)': '1GB', 'Products ID': '15403', 'Part Number': '347955-B21', 'Category': 'Proliant Server', 'Networking Protocol': 'Ethernet, Fast Ethernet, Gigabit Etherne'}"
sillworks.com/canada/product_info.php?products_id=454472&currency=CAD,_:nodeb7d4934cb8d9527bf76b9edff9115e2,"{'': '', 'Process Technology': '45nm', 'Processor Core': 'Quad-Core', 'Bus Speed': '1333MHz', 'Product Type': 'Processor Board', 'Processor Socket': 'Socket J LGA-771', 'Part Number': '457935-B21', 'Generation': 'G5', 'Category': 'Proliant Processor', 'Products ID': '454472', 'Processor Qty': '1', 'L2 Cache': '12MB', '64-bit Processing': 'Yes', 'Sub-Category': 'Xeon', 'Clock Speed': '2.66GHz', 'Processor Type': 'Intel Xeon', 'Thermal Design Power': '80W'}"
sillworks.com/canada/product_info.php?products_id=455330,_:node8e8fdff73d22e1b294ca1f26e8c11a7d,"{'Capacity': '300GB', 'External Data Transfer': '3072MB/s', 'Interface': 'Serial Attached SCSI (SAS)', 'Pre-Failure Warranty': 'Yes', 'HotSwap': 'No', 'Package Qty': '1', 'Seek Time': '3.5ms', 'Part Number': '431950-B21-10Pack', 'Generation': 'SAS NHP', 'Spindle Speed': '15000RPM', 'Products ID': '455330', 'Sub-Category': '15K', 'Manufacturer': 'Hewlett Packard', 'Drive Dimensions': '3.5 inches x 1/3H (Low Profile)', 'Category': 'Proliant Hard Drive', 'Enclosure': 'Internal', 'Hot Swap Tray': 'Not Included'}"
sillworks.com/canada/product_info.php?products_id=457489&currency=CAD,_:node771c21166739331c778de98e906231,"{'Speed': '6GB/s', 'Generation': 'SAS', 'Part Number': 'DG0146FAMWL', 'Products ID': '457489', 'Sub-Category': '10K', 'Type': 'Hard Drive - Hot-Swap', 'Category': 'Proliant HardDrive', 'Capacity': '146GB', 'Spindle Speed': '10000RPM', 'Interface Type': 'Serial Attached SCSI', 'Ports': 'Dual Port'}"
sillworks.com/canada/product_info.php?products_id=458079,_:nodea483df96c48e78596a59f93886aa,"{'Process Technology': '32nm', 'Processor Type': 'Intel Xeon', 'Products ID': '458079', 'Processor Socket': 'Socket LGA-1567', 'Processor Qty': '1', 'L2 Cache': '2.5MB', 'Product Type': 'Processor', 'Thermal Design Power': '130W', 'L3 Cache': '24MB', '64-bit Processing': 'Yes', 'Category': 'Proliant Processor', 'Generation': 'G7', 'Sub-Category': 'Intel Xeon', 'Processor Core': 'Deca-Core', 'QuickPath Interconnect': '6.4GT/s', 'Clock Speed': '2.0GHz', '': '', 'Part Number': '643071-B21'}"
sillworks.com/canada/product_info.php?products_id=458204&currency=CAD,_:node305ee88a71e5a454eadc1ec33113438,"{'Processor Type': 'Intel Xeon', 'Products ID': '458204', 'Process Technology': '32nm', 'Thermal Design Power': '95W', 'Category': 'Proliant Processor', 'L3 Cache': '12MB', 'QuickPath Interconnect': '6.4GT/s', '64-bit Processing': 'Yes', 'Part Number': '637406-B21', 'Sub-Category': 'Intel Xeon', 'Product Type': 'Processor', 'L2 Cache': '1.5MB', 'Generation': 'G7', 'Processor Qty': '1', 'Processor Core': 'Hexa-Core', 'Processor Socket': 'Socket B LGA-1366', 'Clock Speed': '3.06GHz'}"
sillworks.com/product_info.php?manufacturers_id=11&products_id=200380,_:nodea3c936be499d4c791221ee9cdcf8bd,"{'Speed': '6GB/s', 'Interface Type': 'Serial Attached SCSI', 'Part Number': '718302-001-5Pack', 'Ports': 'Dual Port', 'Products ID': '200380', 'Spindle Speed': '7200RPM', 'Category': 'StorageWorks HardDrive', 'Capacity': '4TB', 'Type': 'Hard Drive - Hot-Plug', 'Sub-Category': '7.2K', 'Generation': 'SAS MSA2'}"
sillworks.com/product_info.php?manufacturers_id=11&products_id=460062,_:node490fc9e3a3fced9bcd7c499cb372e80,"{'Data Transfer Rate': '150MB/s', 'Form Factor': '2.5 inches x 1/8H', '': '', 'Part Number': '405419-001-5Pack', 'Generation': 'SATA', 'Average Seek Time': '15ms', 'Category': 'Proliant HardDrive', 'Products ID': '460062', 'Interface Type': 'Serial ATA-150', 'Sub-Category': '5.4K', 'Type': 'Hard Drive - Hot-Swap', 'Capacity': '60GB', 'Spindle Speed': '5400RPM'}"
sillworks.com/product_info.php?products_id=13094&currency=USD,_:node9c86a0a7bb9d2c671d8ca5f7c19accfb,"{'Data Transfer Rate - Compressed': '24Mbps', '': '', 'Products ID': '13094', 'Interface Type': 'SCSI', 'SCSI Signaling Type': 'Low Voltage Differential (LVD)', 'Compressed Capacity': '200GB', 'Platform': 'PC', 'Dimensions (HxWxD)': '1.77 in x 4.65 in x 8.51 in', 'Weight': '1.9lbs', 'Tape Type': 'AIT', 'Enclosure Type': 'Internal', 'Native Data Transfer Rate': '12Mbps', 'Category': 'Proliant', 'Generation': '100/200GB', 'Part Number': '249161-B21', 'Sub-Category': 'Tape Drive', 'Native Capacity': '100GB'}"
sillworks.com/product_info.php?products_id=141827&currency=USD,_:node93d2ced393d1573d3789318997143,"{'Device Type': 'Power distribution strip', 'Generation': '120volt 24amp', 'Part Number': '252663-D72', 'Products ID': '141827', 'Sub-Category': 'Rackmount', 'Output Connector': '32 x power IEC 320 EN 60320 C13', 'Form Factor': 'Rack-moutable 1 U', 'Category': 'PDU', 'Output Voltage': 'AC 208 V', 'Load Rating': 'Small LAN / file server', 'Input Voltage': 'AC 200/240 V'}"
sillworks.com/product_info.php?products_id=469082,_:nodedf3f0c312f1aed308934cc2793d36f,"{'': '', 'Products ID': '469082', 'Category': 'Dell HardDrive', 'Enclosure': 'Internal', 'Drive Dimensions': '3.5 inches x 1/3H (LFF)', 'Hot Swap Tray': 'Included/Attached', 'External Data Transfer Rate': '6G = 6Gb/sec (750 MB/s)', 'Pre-Failure Warranty': 'Yes', 'Part Number': '0197JM-5Pack', 'Sub-Category': '7.2K', 'Manufacturer': 'Dell', 'HotSwap': 'Yes', 'Spindle Speed': '7200RPM', 'Generation': 'SAS', 'Capacity': '2TB', 'Interface': 'Serial Attached SCSI (SAS 2)', 'Seek Time': '4.5ms'}"
silworks.com/product_info.php?products_id=142588,_:node43cd7122e2f9b71b12fc29c854dabbc8,"{'': '', 'Processor Type': 'Intel Xeon', 'Products ID': '142588', 'Process Technology': '90nm', 'Thermal Design Power': '55W (Low Voltage)', 'Category': 'Proliant Processor', 'Part Number': '394921-B21', '64-bit Processing': 'Yes', 'Bus Speed': '800MHz', 'Sub-Category': 'Xeon', 'Product Type': 'Processor Upgrade', 'L2 Cache': '2MB', 'Generation': 'G4p', 'Processor Qty': '1', 'Processor Core': 'Single-Core', 'Processor Socket': 'Socket PGA-604', 'Clock Speed': '3.0GHz'}"
silworks.com/product_info.php?products_id=485827&PHPSESSID=fbipbuuju03ikdmfuv1lfdbvm2,_:node76c2f479709f71967332a3cffac323e3,"{'': '', 'Products ID': '485827', 'Category': 'Dell EqualLogic Drive', 'Enclosure': 'Internal', 'Drive Dimensions': '3.5 inches x 1/3H (Low Profile)', 'Hot Swap Tray': 'Included', 'External Data Transfer Rate': '6G = 6Gb/sec (750 MB/s)', 'Pre-Failure Warranty': 'Yes', 'Part Number': '002R3X-2Pack', 'Sub-Category': '15K', 'Manufacturer': 'Dell EqualLogic', 'HotSwap': 'Yes', 'Spindle Speed': '15000RPM', 'Generation': 'SAS', 'Capacity': '600GB', 'Interface': 'Serial Attached SCSI (SAS)', 'Seek Time': '4.5ms'}"
tmart.com/130W-AC-Adapter-Power-Supply-Cord-for-Dell-XPS-M170-M1710-Laptop-Battery-Charger_p316701,_:node3ea3d4dd82d421bf53f218dae3b47550,"{'Weight': '25.04oz / 710g', 'Tip Diameter': '(0.20 x 0.29)"" / (5.0 x 7.4)mm (Inner Dia. x Outside Dia.)', 'Condition': 'New', 'Color': 'Black', 'Input': '100-240V ~2.5A, 50/60Hz', 'Output': '19.5V~6.7A, 130W', 'Power Cable Type': 'US Standard, 3 Pins', 'Dimensions': '(6.54 x 2.60 x 1.50)"" / (16.6 x 6.6 x 3.8)cm (L x W x H)'}"
tmart.com/16GB-Thumb-Stick-Clasp-Leather-USB-Flash-Drive-Brown_p111467,_:nodea5a1d296451e56ecc23d53c71447b43,"{'Operating Systems': 'Works on all major operating systems', 'Weight': '0.67 oz', 'Writing Speed': '8MB/sec', 'USB Interface': 'USB 1.0 / 1.1 / 2.0', 'Drive Capacity': '16GB', 'Size': '3.54"" x 1.06"" x 0.59"" (L x W x H)', 'Color': 'Brown', 'Reading Speed': '12MB/sec'}"
tmart.com/16GB-Thumb-Stick-Clasp-Leather-USB-Flash-Drive-Brown_p111467,_:nodea5a1d296451e56ecc23d53c71447b43,"{'Operating Systems': 'Works on all major operating systems', 'Weight': '0.67 oz', 'Writing Speed': '8MB/sec', 'USB Interface': 'USB 1.0 / 1.1 / 2.0', 'Drive Capacity': '16GB', 'Size': '3.54"" x 1.06"" x 0.59"" (L x W x H)', 'Color': 'Brown', 'Reading Speed': '12MB/sec'}"
tmart.com/7-Tablet-PC-Leather-Case-with-USB-Keyboard-Holder-White_p158925,_:node793ab117ba6e4bab7c1f044304f491b,"{'Material': 'Leather', 'Compatible With': '7"" Tablet PC', 'Weight': '350g / 12.35oz', 'Color': 'White', 'Dimensions': '23 x 14.5 x 3cm / 9.05 x 5.7 x 1.18"" (L x W x H)'}"
tmart.com/8-Cell-Laptop-Battery-for-Toshiba-PA3450U-1BRS-PA3506U-1BRS-1BAS-Equium-5200mAh_p319202,_:node63e4e5d925d9a3cfab2475b7fcead599,"{'Battery Cells': '8-cells', 'Capacity': '5200mAh', 'Weight': '16.12 oz / 457 g', 'Voltage': '14.4 V', 'Size': '8.07 x 2.56 x 0.79 inch / 20.5 x 6.5 x 2cm(L x W x H)', 'Cell Type': 'Li-ion', 'Battery Type': 'Replacement Battery', 'Color': 'Black'}"
tmart.com/New-12-Cell-7800mAh-Laptop-Battery-for-HP-Compaq-416996-131-434674-001-EV087AA_p317619,_:nodeee4d904a42229e3f4a12fc4be3731db,"{'Size': '10.71 x 2.24 x 1.57 inch / 27.2 x 5.7 x 4 cm(L x W x H)', 'Capacity': '7800mAh', 'Weight': '25.04 oz / 710 g', 'Voltage': '7.4V', 'Number of Cells': '12-cells', 'Cell Type': 'Li-ion', 'Battery Type': 'Replacement Battery', 'Color': 'Black'}"
tmart.com/Transformers-PC-Refacing-with-Auto-Sleep-Function-Protective-Case-for-iPad-2-3-4-Rose_p233564,_:node9a1d4b84ba82fe2b91ad444667dc68bf,"{'Compatible with': 'iPad 2/3/4', 'Material': 'PC, PU Leather', 'Weight': '6.91 oz / 196 g', 'Color': 'Rose', 'Dimensions': '( 24.5 x 18.8 x 1.5 )cm / ( 9.65 x 7.4 x 0.59 )"" (L x W x H)'}"
tweakers.net/pricewatch/1102907/msi-wind-top-pro-24t-6m-039eu,_:nodeaa0d1b4a52adeb5f7316b442615942,"{'Productserie': 'Wind Top Pro 24T', 'EAN': '4719072510657', 'Categorie': ""PC's"", 'Tweakers ID': '1102907', 'SKU': 'PRO 24T 6M-039EU', 'Merk': 'MSI', 'Product': 'MSI Wind Top Pro 24T 6M-039EU', 'Uitvoering': 'MSI Wind Top Pro 24T 6M-039EU'}"
tweakers.net/pricewatch/405183/enermax-twisterpressure-uctp12p-120mm,_:node43e87db29cfaec95d2b7ed4b8eeb637,"{'EAN': '4713157733351', 'Categorie': 'Ventilatoren', 'Tweakers ID': '405183', 'SKU': 'UCTP12P', 'Merk': 'Enermax', 'Product': 'Enermax TwisterPressure UCTP12P', 'Uitvoering': 'Enermax TwisterPressure UCTP12P, 120mm'}"
usapartsdirect.com/canada/product_info.php?cPath=&products_id=455582,_:nodeea8736f4b4607e5c81afd7ace266e54d,"{'Processor Type': 'Intel Xeon', 'Products ID': '455582', 'Process Technology': '45nm', 'Thermal Design Power': '95W', 'Category': 'Proliant Processor', 'L3 Cache': '8MB', 'Part Number': '507676-B21', '64-bit Processing': 'Yes', 'Bus Speed': '1333MHz', 'Sub-Category': 'Xeon', 'Product Type': 'Processor Board', 'L2 Cache': '1MB', 'Generation': 'G6', 'Processor Qty': '1', 'Processor Core': 'Quad-Core', 'Processor Socket': 'Socket B LGA-1366', 'Clock Speed': '2.80GHz'}"
usapartsdirect.com/canada/product_info.php?cPath=102&products_id=458224,_:node4bb9bdcdcc25ec2d5f4a93b5fe3c507c,"{'': '', 'Process Technology': '45nm', 'Processor Core': 'Quad-Core', 'Bus Speed': '1333MHz', 'Product Type': 'Processor', 'Processor Socket': 'Socket LGA-775', 'Part Number': '493245-B22', 'Generation': 'G5', 'Category': 'Proliant Processor', 'Products ID': '458224', 'Processor Qty': '1', 'L2 Cache': '12MB', '64-bit Processing': 'Yes', 'Sub-Category': 'Intel Xeon', 'Clock Speed': '2.83GHz', 'Processor Type': 'Intel Xeon', 'Thermal Design Power': '95W'}"
usapartsdirect.com/canada/product_info.php?manufacturers_id=10&products_id=458526,_:node6c60bcbd7651d257cbd02211a399cb7d,"{'Pre-Failure Warranty': 'Yes', 'Part Number': '9W902-5Pack', 'Data Transfer Rate': '320MB/s', 'Disk Size': '5.75 inches x 4.0 inches x 1.0 inch', 'Spindle Speed': '15000RPM', 'Manufacturer': 'Dell', 'Backward Compatability': 'U2 and U3 Speeds', 'Generation': 'Ultra320', 'Seek Time': '4.9ms', 'Interface': 'Ultra320 SCSI', 'Products ID': '458526', 'Application': 'Server Storage', 'Category': 'Dell HardDrive', 'Capacity': '18GB', 'Bytes/Sec': '512', 'Sub-Category': '15K', 'Enclosure': 'Internal'}"
usapartsdirect.com/canada/product_info.php?products_id=141809,_:nodefec52d10d5519cd83054aaf24d8dffd,"{'Technology': 'DDR RAM', '': '', 'Bus Clock': '400MHz', 'HP Logo': 'Yes', 'Part Number': '354560-B21', 'Generation': 'ML110', 'Capacity': '512 B', 'Category': 'Proliant Memory', 'Products ID': '141809', 'Sub-Category': 'Genuine HP Memory', 'Manufacturer': 'Hewlett-Packard', 'Server Model': 'HP Proliant', 'Compatibility': 'HP Proliant Servers', 'Guaranteed Genuine HP': 'Yes', 'Application': 'Server Memory', 'HP Serial Number': 'Yes'}"
usapartsdirect.com/canada/product_info.php?products_id=455560,_:node8a06d1c5d9db17c893adb543f92c14,"{'': '', 'Processor Type': 'Intel Xeon', 'Products ID': '455560', 'Process Technology': '45nm', 'Thermal Design Power': '80W', 'L1 Cache': '256KB', 'Category': 'Proliant Processor', 'L3 Cache': '8MB', 'Part Number': '495938-B21', '64-bit Processing': 'Yes', 'Bus Speed': '1066MHz', 'Sub-Category': 'Xeon', 'Product Type': 'Processor Upgrade', 'L2 Cache': '1MB', 'Generation': 'G6', 'Processor Qty': '1', 'Processor Core': 'Quad-Core', 'Processor Socket': 'Socket B LGA-1366', 'Clock Speed': '2.40GHz'}"
usapartsdirect.com/canada/product_info.php?products_id=457069,_:node77a73784d2e8e5891fdedac94795061,"{'External Data Transfer': '6GB/s', 'Products ID': '457069', 'Category': 'Proliant HardDrive', 'Enclosure': 'Internal', 'Drive Dimensions': '3.5 inches x 1', 'Hot Swap Tray': 'Included/Attached', 'Ports': 'Dual Port', 'Part Number': '507616-B21-2Pack', 'Limited Warranty': 'Yes', 'Sub-Category': '7.2K', 'Manufacturer': 'Hewlett Packard', 'HotSwap': 'Yes', 'Spindle Speed': '7200RPM', 'Generation': 'SAS', 'Capacity': '2TB', 'Interface': 'Serial Attached SCSI (SAS)', 'Seek Time': '8.5ms'}"
